file_id,voice,text,source_paragraph_id,source_index
ardi313,ardi,"Yede tannia misi terkoordinasi secara keseluruhan, nennia yanaritu misi sporadik iya lijama sibawa yamaneng biarawan Gaelik pole Irlandia sibawa pantai barat Skotlandia modern, iya berkontribusi laleng penyebaran agama Kristen sibawa pendirian monasteri-monasteri ki Britana sibawa benua Eropa ri Abad Pattenggangeng.",paragraph_200,103753
ardi314,ardi,"Paroses magguru materu terru pole Taurat sibawa Talmud wassele pengabdian lao ri Yudaisme iya naseng'e tau Yahudi de'na wedding tuwo na de'na gaga agamata, naekiya de'na pada na sadar'i iyae passaleng'e secara jelas lettu'na wettu perang salib, wettunna pada alena malewe dipakkasiwi untu mappile antara atuo-tuongenna sibawa teppe'na.",paragraph_201,25013
gadis001,gadis,"Yewe hale'-hale'e irita lalengna foto yero nafengre'e Annisa, sibawa Ani, Benena Agus yero tampil i fake kaing batik cello cella' sibawa kebaja' fute wettunna hadere' upacara pengre' bendera esso kemerdekaan RI beberapa taung laloe.",paragraph_001,120681
gadis002,gadis,"Sayangna, yewe taungnge irayakan Alleppereng sumpulolo SBY silengengni dessa gaga Ani.",paragraph_001,120681
gadis003,gadis,Makkungrai aseng aslinna Kristiani yero tutu' umuru' furana iteppu malasa kanker darah.,paragraph_001,120681
gadis004,gadis,"Namu Gareja Katolik mappunnai seddi doktring pura idefinisikang secara dogmatis ri dosa assaleng, naekiyya de naripannessa passaleng nasi’na ana’lolo-ana’loloe iyya depa ibaptis; para teolo’ yaleng abebasakeng untu’ musulkangngi maega teori sihubunganna iyyae passalengnge, magisterium Gereja bebasa’to untu’ matterima iyyare’ga tola’i.",paragraph_002,56065
gadis005,gadis,Kuburu tuhan Yesus Kristus sedang dibukka.,paragraph_003,13763
gadis006,gadis,Untu' pertamakalinya eddi mancaji di Yerusalem ketika mereka meluncurkan marmer kuburu tuhan Yesus.,paragraph_003,13763
gadis007,gadis,Saddang sangkakala diangkalinga na ellung mabbentu lingkaran.,paragraph_003,13763
gadis008,gadis,"Puji tuhan, fenomena yang dena naulle dijelaskang ancaji esso eddu di Israel, like pelik tafi tuju.",paragraph_003,13763
gadis009,gadis,"Melona siolong Sang Khalik Maha Pencipta, Kristiani Herawati Yudhoyono iyaregga irisseng Ani Yudhoyono, nasalei fappaseng secara husus lao kader sibawa fangurusu'na Partai Demokrat yero alena fatettongngi sibawa nafaloppoi.",paragraph_004,14166
gadis010,gadis,"Farellong faccappurengna Ani Yudhoyono yero mabbentu' fappaseng nafalettu' akki Kepala Divisi Komunikasi DPP Demokrat, Imelda Sari lalo pesang fonco' akki megae grup WhatsApp fangurusu' DPP Demokrat.",paragraph_004,14166
gadis012,gadis,"Purana yamaneng pemimpin keagamaan, politik,sibawa sosial mattama Kristen, cumpai tanggapan matedde pole maega tau, iyae makkibbu Ranavalona mancaji tappede mengkhawatirkan dampak Kekristenan terhadap politik sibawa budaya Madagaskar, sibawa alena tona merasa makkeda agama iyero makkibbu rakyat Madagaskar berpaling pole nenek moyang sibawa tradisi iyero.",paragraph_006,122442
gadis016,gadis,"Papile Cerasi ku uluna Pengangkatan Tubuh iyya yita manessa, naiyya uluna Santo Paulus na Santo Petrus iyyanaritu untu' makkai dua Rasul iyya punnai akkeguna parellu lanre ku lalengna Gereja Katolik Roma, padae iyyato mega missengi mancaji uluna kedonge kontra-reformasi iyya asilaingena iman na kemartiran.",paragraph_010,15760
gadis017,gadis,"Ku manessae, tabel-tabel kanon, naiyya gambara-gambara paroki Injil, parellu lanre laleng studi alopponge oki naskah ku periode Abad Patengang Pamulang, ku tegi iyyami cedde naskah iyya ipatahangi, na naskah iyya lebbi riolo matama' lebbi cedde gambara' naiyya naskah pole periode matuna.",paragraph_011,13038
gadis018,gadis,"Narekko provinsi iye miskin sibawa idi materru runtui stigma majae, padae bawang hinaan ero rituju lao ri Tuhan.",paragraph_012,120746
gadis019,gadis,"ero battuangna idi mebbere beban Tuhan, tandasna.",paragraph_012,120746
gadis020,gadis,Laonimai idi mengurangngi beban Tuhan sibawa najamai potensi iyae riwerengngi Tuhan lao ri idi sibawa madeceng.,paragraph_012,120746
gadis021,gadis,"Minimal idi dek paimeng riteppu sebagai provinsi miskin, provinsi macarepa, nasaba memang gereja sibawa pamarentah sama-sama majjama sibawa untu naatasi, tutupna.",paragraph_012,120746
gadis022,gadis,"Nazaret, kotaNazareth, kota onrong Yesus atau Nabi Isa Almasih nacappuri masa ana-ana, taung eddi merayakang Natal.",paragraph_013,105289
gadis023,gadis,"Wali Kota Nazareth Ali Salam, nabatalkang seluruh rangkaian Perayaang Natal, sebagai protes atau keputusang Presideng Amerika serikat Donald Trump yang manggaku Yerusalem sebagai Ibu Kota Israel.",paragraph_013,105289
gadis024,gadis,"Kota aro elo mafatuo Pohon Natal, tafi dena menggelar perayaan apapun.",paragraph_013,105289
gadis025,gadis,Alena lao sibawa siare surona gereja'e nennia ade'e untu' mappasadia surona Papua iyae matu engka ri upacara penobatanna Jokowi.,paragraph_014,38415
gadis026,gadis,"Nasaba' sukkuru'i nasaba' naalle Jokowi, naissenni alena waji'i massempajang lao ri Jokowi mancaji presiden terpilih narimakkuannanaro naullei pimpingngi Indonesia sibawa madeceng, naiyya nabarakkakiwi Jokowi.",paragraph_014,38415
gadis027,gadis,"Ri lalenna iyyaro bobbo’ e, engka paragraph iyya nateppui makkeda sila pammulanna Pancasila iyanaritu Ketuhanan Yang Maha Esa nennia rilambangkang i sibawa sewwa biccuing ulaweng massudu’ lima.",paragraph_015,10418
gadis028,gadis,"Iyyae sila e nabettuangi agama-agama maraja e ri Indonesia, iyanaritu Islam, Kristen, Buddha, Hindu, sibawa Ideologi Sekuler Sosialisme.",paragraph_015,10418
gadis029,gadis,"Kanon Katolik Roma sibawa Gereja-gereja Timur nacakup kitab-kitab yaro laesebbu deuterokanonika, yaro kega kewibawaanna laetentang okko Akiba ben Yusuf silaleng na perkembangan kanon Ibrani okko abad pertama; namo rekeng Akiba meto de' na natentang lae pake na pribadi kitab-kitab yaro sebagaimana alena meto biasa napake Kitab Sirakh.",paragraph_016,83331
gadis031,gadis,Kitab Musa yanaritu syatatan iyae lebbi lengkap fassaleng uki-uki Musa ri awal kitab Kejadian laleng Accanjingeng Itta.,paragraph_018,52972
gadis032,gadis,"Kitab Musa mallise maega doktrin na aggurung iyae tabbe fole Alkitab na mabbere informasi tambahan fassaleng rencana keselamatan, penciptaan bumi serta urusan-urusan Tuhan silong Adam na Henokh.",paragraph_018,52972
gadis034,gadis,"Alena mebbu kritik yaro matareng lokka prasangka-prasangka yaro makkokkoe muncul tentang keuntungan-keuntungan yaro riabbereang lokka manusia pole gereja, negara na distribusi harta punna yaro engkae, na pole aggurung-aggurung Yesus alena nasimpulkan atoran untuk de'na mewa na kutukan mutlak lokka yamaneng perang.",paragraph_020,126421
gadis037,gadis,"Seddi apologet kristen na filsuf Alvin Plantinga iyae maddukung teori perancangan macca maformulasikan ulang argumen denanamungkin eddi sebage argumen evolusioner mabbali naturalisme, iya nanyatakan makkedda iyaro dena rasional untu mattolak keberadaan perancang macca na supernatural nasabari kemungkinan kemampuan mattentu tabbentu liwa syidaha.",paragraph_023,127761
gadis039,gadis,Upacara pembaptisan ana-ana ki gereja Lutheran Upacara pengakuan dosa ki Gereja Katolik Ukraina Perayaan Ekaristi ki gereja Metodis Upacara pagala'i ki gereja Anglikan Upacara pentahbisan imang ki Gereja Ortodoks Rialau Pemahkotaan mempelai rilaleng upacara botting ri Gereja Katolik Suriah Malabar Upacara pengurapan tau malasa ri Esso Raba' Mapaccing.,paragraph_025,34003
gadis040,gadis,"Istilah aro syau lessi difake laleng Gereja Ortodoks Timur na Gereja Katolik Timur na terkadang iyaro analog fole monsinyur laleng Gereja Katolik, tafi laleng Gereja-Gereja Timur, seddi imam agung mappake jubah tambahan na seddi salib pektoral na kadang diakka molai seddi upacara liturgi.",paragraph_026,23201
gadis043,gadis,"Tau iya palettu' kareba, harusu' napalettu' kareba pole Allah; tau iya layani tau laing e, harusu' nalayani sibawa agalakeng iya pole we Allah, bara' ilaleng siningna gau' e, Allah wedding iagungkan lalo Yesus Kristus.",paragraph_029,118321
gadis044,gadis,Alena makkuasa na wedding ipakaraja untu' silampe'na etta.,paragraph_029,118321
gadis045,gadis,"Kehormatan pengurapan sibawa parfum yanaro tindakan yaro sangi' riteppu laleng literatur lainge pole yaro masae; ne, mappake gemme lampe' untuk rakkoi aje Yesus, mappada laleng Injil Yohanes na Lukas, de'na ricatat ri onrong lainge, na parellu rianggap sebagai tindakan yaro istimewa.",paragraph_030,92081
gadis046,gadis,"Namuni engka sadda-sadda laleng Dewan Signoria Venesia ye iyusulkang nare' pulau yero iyaleng sibawa passullenna  wilayah ri Dalmatia nennia hak-hak dangkang istimewa, harapang elo' engkana  bantuang pole negara-negara Kristen lainna napancaji Venesia maloppo ulu, nennia ultimatum Utsmaniyah to itola' mentah-mentah.",paragraph_031,13188
gadis047,gadis,"Hebraisme, sippada Helenisme, ianaritu salah seddi faktor pongpenting laleng perkembangan peradaban Dunia Barat; agama Yahudi, mancaji paddiolona pole agama Kristen, secara de' na langsung maega mabbere sumbangan lao akkibukeng nilai-nilai luhur sibawa akhlak bangsa-bangsa Barat sipongenna agama Kristen tattale' maloang ri puttanang Eropa.",paragraph_032,65272
gadis048,gadis,"Ku wettu Borgias, yarega wettu ku tegi silesurengna Borgia kuasai kepemimpinan Gereja, perang ku Italia mamula malanre ku tegi tentara-tentara nawajae Swiss mancaji pasukan garisi yolo tette untu' faksi-faksi iyya siewa - maderi untu' Prancis na maderi untu' taua Gereja yarega Kekaisaran Romawi Suci.",paragraph_033,93044
gadis049,gadis,"Jurnal penelaahan sejawat New Testament Studies iyya ipassu ku Cambridge University Press, paui agaga padangena iyya manessa ku agaga-agagana iyya terangkangi tanrangna alena na jamang Parakletos, sibawa aga iyya pura dinubuatkan untu' umat Kristen, iyyanaro nubuat iyya nacaritai Parakletos mancaji paberena Roh Kudus pasca-Paskah.",paragraph_034,111711
gadis050,gadis,"Naikiya nasaba' iyaro Allah namasei ka, bara' Kristus Yesus wedding nappitang siningna asabbarakeng-Na akku iya', tau iya paling madosa e he.",paragraph_035,38419
gadis051,gadis,Na iyahe mancajiwi seddi contoh untu' siningna tau e matu' melo' mateppe' akku-Alena na naruntu' tuo sejati na pulana,paragraph_035,38419
gadis053,gadis,"Agama Kristeng itentang ri laleng maega peristiwa iyya berhubungangnge pole assi antiklerikalisme bawang lettu' alluangeng assi kekerasang pappadanna assi dekristenisasi riwettu mattengnganna Revolusi Prancis, Ammusureng Rikkaneng Spanyol, na gerakang-gerakang Marxis mattentu, khususu'na Revolusi Rusia na penindasang umma' Kristen ri Uni Soviet ku rezim ateis.",paragraph_037,127230
gadis055,gadis,"Sebagai ana', Chaime mancaji pion ri laleng kekuatang politi' ri provence, di mana ambo'na maccoe terliba' laleng pertempurang menolong mubtadi' Kathar pole Albi nalawang pasukan Perang Salib Albigensia ye ipimpin oleh Simon IV de Montfor, Earl Leicester, ye nacobai untu' namusnahkan mereka.",paragraph_039,44808
gadis056,gadis,"Nah, Puang-puang yamanengna parellu misseng na yamaneng bangsa Israel to parellu missengi makkeda yae taue tettong makkokkoe sibawa batang kale malessi ri olona Puang-puang, nasaba' kekuatan na akuasangeng pole Yesus Kristus yaro tau Nazaret e.",paragraph_040,59162
gadis057,gadis,"Puang-puang pura nasalibkan yaro Yesus, tapi' Allah ta'ala purai napatuo Alena paineng",paragraph_040,59162
gadis058,gadis,"Iyaro daftar'e de'na riaseng'i parellui ri Gereja Katolik'e, nennia nasaba parellui Martin Luther, Gereja Katolik'e napinrai kanon'e ri Konsili Trente, iya purana napattentu paimeng kanon'e pole konsili-konsili riolo nennia natambai klausula anatema'e lao ri sininna usahana untu' napinrai isi kanon'e.",paragraph_041,120462
gadis059,gadis,Alena pun teta nallaleni rukun iman na Islam.,paragraph_042,98247
gadis060,gadis,"Namun, di padepokannya eddi, dena hanya diiseri oleh tau beragama Islam, agama laing pun dipersilakan maggabung.",paragraph_042,98247
gadis061,gadis,"Naikia sayang, Siswo  dena najelaskang mengenai ajaran fole kelompo eddi.",paragraph_042,98247
gadis062,gadis,"Trisula Weda merangkul yamaneng ajaran, di Trisula Weda  engka merangkul yamaneng, Hindu, Kristen, tau fole Bali todo engka todo, matterru Pasundan, Sunda Wiwitan, Jawa  Kejawen, komplit.",paragraph_042,98247
gadis063,gadis,"Kasus yede berkaitan sibawa tindakan mala paksa, iya lipegau' sibawa pemerintah Negara Gereja, lao salah seddi anak keluarga Yahudi ki Bologna, yanaritu Edgardo Mortara, iya nappa enneng taung umuru'na, atas dasar kesaksian seddi mantan pelayan keluarga Mortara makkeda Edgardo pura libaptis secara darurat wettu malasa wettuna biccu mupi.",paragraph_043,4786
gadis066,gadis,"Sibawa iya' ma'janci sibawa sungguh-sunggu untuk perhatikan, sibawa berdoa memohon bare' Pikiran iya to engka ki laleng Kristus Yesus yaro monro ki laleng idi', untuk nalakukan lao tau laing aga iya melo' bare' alena najama lao idi'; sibawa untuk bertindak penno kasih, adil, nennia murni.",paragraph_046,4285
gadis067,gadis,Okina pura ipake untu' mewai iyyagi tau Yahudi naiyta umat Kristiani.,paragraph_047,38045
gadis068,gadis,… makeda mappamula wettu iyyaro akewange na peperangan na asilolongeng-meja iyya magatti si-sulle na de' pettu-pettu cumpa ku kota iyyaro na ku yemaneng Yudea lettu pacapurengna ikepungi ku Vespasianus moloi.,paragraph_047,38045
gadis069,gadis,"Onrong iyae, monroi ri tange mattama sempit salo' kuniro Salo' Marne mengitari tanah berbatu, riwerengi aseng purana parit oppidum Celtic sibawa kemudian castrum Romawi; situs iyae riiseng laleng catatan pertengahan sebagai Castrum Bagaudarum, ri wettu yero Bagaudae mebbu reputasi sebagai penjaga umat Kristen pole siksaan Romawi.",paragraph_048,14611
gadis070,gadis,"Nappa Yesus no' pole yaro bukit e massama-samangi sibawa yaro rasul-rasul e, nappa pajai na tettong ri seddi onrong yaro malappa'e.",paragraph_049,115567
gadis071,gadis,"Akkero mai engka to maega loppo paccoe'-paccoe'-Na yaro lainge na maega tau yaro engka lettu pole tega-tega ri yamaneng Yudea, Yerusalem, na kota-kota Tirus na Sidon yaro ri wiring tasi'",paragraph_049,115567
gadis073,gadis,Indo’na guru matematika ri sikolang bunge’.,paragraph_051,114258
gadis074,gadis,Tatas Brotosudarmo iyanaritu appo gattungna Siwur pole KGPAA Mangkunegara I mangeppu KPH Poerbonagoro sibawa to appi wareng pole KGPAA Mangkunegara IV mangeppu BRAy Tondokusumo.,paragraph_051,114258
gadis075,gadis,Tatas Brotosudarmo botting sibawa Dr. Leenawaty Limantara.,paragraph_051,114258
gadis076,gadis,Tatas Brotosudarmo iyanaritu tau panrita Kristen Indonesia iyaro macca redormed injil.,paragraph_051,114258
gadis077,gadis,"Tuli hadere, akku penginjilan sibawa seminar kekeristenan.",paragraph_051,114258
gadis078,gadis,"Mangulang-ulang nappa sibawa megana cara ero bapa suci na pa tette ma pekko ero maneng tau ee harusuk tuo taat lao okko Yesus Kristus sibawa setia mengabdi na ma pake ating ero murni sibawa ating nurani ero mekanja ee, laleng na status tuo aregaa agaga aro ga ma pekko cara tuo religius agagi ero na pile we.",paragraph_052,29871
gadis079,gadis,Amerika Serikat dessa necce lalengna proses mappile yewe.,paragraph_053,114425
gadis080,gadis,"AS, dessa femeng nitai perang akki Asia Tenggara sebagai rufanna perang salib nalawang si majassifa', sibawa dessana femeng najampangi sitongengna wettu yolo yero fekkogi yero nelori rakyat akkewe.",paragraph_053,114425
gadis081,gadis,"Irita fole nafaue yero pemimpin akki Washington, yero mencaji masala fassaleng bawang atepperengna sekutu-sekutu AS lao jangci sibawa komitmen negeri yero.",paragraph_053,114425
gadis082,gadis,Jaji alena nasuroni pengiku'-pengiku' na alena akku Yesus sibawa siarega anggota golongan Herodes.,paragraph_054,118792
gadis083,gadis,"Tau-tau e ro napau akku Yesus, Pa' Guru, idi' misseng i makkeda Bapa' jujuru'.",paragraph_054,118792
gadis084,gadis,"Bapa' tapagguru de' ta' belle aga naeloki Allah untu' tau e, na de' tajampangi pendapa' na tau e.",paragraph_054,118792
gadis085,gadis,Nasaba' Bapa' de' ta ita i niga tau,paragraph_054,118792
gadis087,gadis,"Sile'ttunna ri be'nere liang lahat, prosesi pemakaman ripammulai nasibawai mabbaca riwayat hidup siba mabbbage penghargaan iye riterima Ani Yudhoyono.",paragraph_056,117697
gadis088,gadis,"Selanjutna, Jokowi nallippe'ssang kepergian benena untuk rimakamkan ri yawa naunge'ng bendera Ce'lla Pute.",paragraph_056,117697
gadis089,gadis,"Iya Presiden Republik Indonesia yase ase'ng negara, bangsa, siba TNI, nasibawai ewe mempersembahkan okko persada indo pertiwi jiwa, raga, siba jasa-jasa almarhumah Hj Kristiani Herawati Yudhoyono, kata Jokowi.",paragraph_056,117697
gadis090,gadis,Idi' sippada batu-batu iya tuoe.,paragraph_057,26859
gadis091,gadis,Nasaba' iyaro melo'na idi' melo' ipake untu' bangung Bolana Allah iya rohani.,paragraph_057,26859
gadis092,gadis,"Narimakkuanna naro idi' mancaji imang-imang, iya tuo khusus untu' Allah, na lalo Yesus Kristus persembahkan i akku Allaah, karoba rohani iya natarima akku atinna Allah",paragraph_057,26859
gadis095,gadis,"Tongengna, menuru' Kepala Bagian Humas Pemkot Surabaya Febriadhitya Prajatara nassakkareng kegiatan yero iyanaritu kegiatan baptis.",paragraph_060,24642
gadis096,gadis,Kegiatan lalengna yero videoe iyanaritu kegiatan silaturahmi sibawa yero rohaniawan se-Surabaya.,paragraph_060,24642
gadis097,gadis,Jaji idi' pastikan makkeda lalengna acada yero Bu Wali Kota iyello doangi bara' tuli madising sibawa tuli Ilingdungiwi Puangalataala.,paragraph_060,24642
gadis098,gadis,Dessa gaga acara laingnge silaingna yero.,paragraph_060,24642
gadis099,gadis,"Pitangi lao okko iya siddi tau ero lalo okko Injil yaro pura na runtu na pemeng pole okko kemabukan lao okko laleng kesadaran diri, pole okko kemarahan nah kegusaran ko laleng kesabaran diri, pole okko ketamakan lao okko kemurahan hati, pole cemar mulut lao okko laleng baik wicara, pole okko ketidaksenonohan lao okko laleng kesahajaan.",paragraph_061,86803
gadis100,gadis,"Atuongena atuonge relijius na pangkaukeng marilaleng pole Bernard pole Clairvaux na Fransiskus pole Asisi ku abad kasepulo dua na kasepulo tellu, masilong sibawa susangena maneng Salibis iyya lesu pole Tanah Suci, warengi atuonge devosi ku Carita Peddina Yesus Kristus.",paragraph_062,34667
gadis101,gadis,"Mareppe makkeda seddie kerajaang Nestorian ye lenynye'e engka ri bagiang timur, iyare'gi makkeda asalamakeng Negara-negara Tentara Salib tergantung akku seddie aliansi sibawa seddie tau penguasa monarki Timur, yenaritu salah seddi alasang bare' siare'-are' duta loppo nennia misionaris Kristen ikiring lao Mongol.",paragraph_063,13842
gadis102,gadis,Berikut kumparan mappasilolongeng.,paragraph_064,12281
gadis103,gadis,"Shandy Aulia De'na namaitta iye, Shandy Aulia mappuada mabbka puasa sibawa keluarga maraja sang ayah, Kemas Yusuf Effendy.",paragraph_064,12281
gadis104,gadis,"Mappada riissengngi, sipungenna Shandy umurunna tellu taung, tomatowanna massarang.",paragraph_064,12281
gadis105,gadis,"Shandy pura toi sibawa indo'na, Elsye Dopong, sibawa menganut agama Kristen.",paragraph_064,12281
gadis106,gadis,"Namakkuaniro ero, Tellu silessurenna makkunrai, Dian, Vivi, sibawa Putri, mancaji agama Islam pada-padanna ambo'na, Kemas.",paragraph_064,12281
gadis107,gadis,"Tata carana memuat ajakan untu' bertobat fole pastor, waktu doa hening yewe memungkinkan umat untu' mengakukan dosa-dosa mereka akki laleng hati, seddi bentuk pengakuan umum yewe diserukan sibawa fole yamaneng yewe hadir, sibawa pemakluman absolusi umum fole pastor yewe umumna isertai sibawa makibbu tanda salib.",paragraph_065,27751
gadis108,gadis,"Purana iyaro Yesus napau akku tau-tau e, Narekko seddi tau pole idi' maneng mappunnai seddi ana' iarega sikaju lembu iya mabuang e akku bujung e ri esso Sabat, de' ga na alena magatti' getteng i messu' ana' e ro iarega lembu e ro esso e ro?",paragraph_066,114424
gadis109,gadis,"Kitab-kita ya i pasingewang, ya tama e laleng seddi kanon namung de' na engka laleng ya laing e, sesekale yaseng apokrifa Alkitab, seddi adana ya tulli-tulli i pake secara macikke untu podang kitab-kitab laleng kanon Ortodoks nenniya Katolik ya de' gaga laleng Teks Masoret Yahudi nenniya megana Alkitab Protestang modern.",paragraph_067,19079
gadis110,gadis,"Maega pole Gereja-gereja iyyae de' natarima pikiri makeda engka seddi otoritas lainge ku seliwengna maneng paroki Kitab Suci iyya odding ku materu mului tau-tau Kristen lainge lalo otoritas ilahi iyya tongenge; purana Perjanjian Baru, makuro alena maneng paui, tange-tange pewahyuan pura itutu.",paragraph_068,120676
gadis111,gadis,Selleng pole Epafras.,paragraph_069,73265
gadis112,gadis,Alena pole to kalangeng ta.,paragraph_069,73265
gadis113,gadis,"Alena hamba Kristus Yesus, iya tuli millau doang marajing untu' idi' maneng.",paragraph_069,73265
gadis114,gadis,"Alena millau ladde' akku Allah bara' ateppekengta mancaji matedde' na idi' madewasa tongeng, bara' idi' sukku' tunru' akku elo'na Allah",paragraph_069,73265
gadis115,gadis,"Mega tau Kristen tama selleng untu' menghindari pajak jizyah yewe ikenakan akki mereka sebagai Dhimmi Konversi lo Selleng to membuka cakrawala baru untu' tau-tau Kristen asli, mengangkat posisi sosial mereka, menjamin kondisi kehidupan yewe lebih makessing, sibawa nafaloangi ruang lingkup kerja mereka akki jamang yewe lebih teknis terampil sibawa maju.",paragraph_070,14811
gadis117,gadis,Alena toh nerak umat Kristen ku Nagekeo kususna Nangaroro magguru tentang hal mapuasa fole umat Muslim ya wettude iyye lo laksanakan selana siuleng fenno.,paragraph_072,108652
gadis118,gadis,"Iya wakkeleki umat Khatolik fole Nangaroro naucapkan selamat ku umat Muslim ya lo tama uleng puasa, uleng ya suci sibawa fenno berkah sibawa idi berusaha untu ciptakan suasana damai sibawa tenteram, nafau.",paragraph_072,108652
gadis119,gadis,"Gereja naitanna sebagai seddi kejahatan serius yaro mancaji saba' iman, rennu, na kasih laleng alena tau lainge mancaji lemma, terutama rekko yae hal e rijama lokka anak-anak ato kaum lolo na pelakuna yanaro pribadi pole pihak otoritas mappada tomatoa, guru, ato imam.",paragraph_073,1526
gadis120,gadis,"LWF iyyato mengaui tellu Akengauna Iman Ekumenis -- Akengauna Iman Nicea, Akengauna Iman Rasuli, na Akengauna Iman Athanasius na akengauna-akengauna iman Gereja Lutheran, utamangena Konfesi Augsburg iyya depa isullei, naiyya Katekismus Beccu Martin Luther mancaji papanessa iyya mapacinge pole Firman Allah.",paragraph_074,20401
gadis121,gadis,"Dokumen iyyae maparengerang na pateddei undang-undang iyya pura yebbu ku yemaneng paus yolona ku aliwenge-aliwengena iyyaro, na iyyato paluangi lettukengna ku yemaneng tau loppona gereja iyya nullewe, untu' selewi hukuman iyya sibawai, maccue ku lalengna alelunge agaga-agaga linoe sibawa mapake aseng tau-tau beasae.",paragraph_075,26060
gadis124,gadis,Wettunna esso Sabat Alena mappammula mappagguru ri bola massompa.,paragraph_078,55427
gadis125,gadis,Engka maega tau akkuro.,paragraph_078,55427
gadis126,gadis,"Wettunna tau-tau e ro mengkalinga appaggurungna Yesus, alena heran ladde'.",paragraph_078,55427
gadis127,gadis,"Alena napau, Tegi pole iyahe tau e we naruntu' maneng i iyahe?",paragraph_078,55427
gadis128,gadis,Kebijaksanaan aga iyahe engkae akku ale-Na?,paragraph_078,55427
gadis129,gadis,Maraga carana alena runtu' keajaiban,paragraph_078,55427
gadis132,gadis,"Lalengna Gereja Perdana, yemaneng pajama peribadatan naiyyato yemaneng uluna jemaat, padae sidang jemaat iyya alena maneng matoroi, mapake waju beasa iyya beasa napake tauwe esso-esso ku negeri-negeri iyya ipacuei ku kebudayaan Yunani-Romawi, nemung alena maneng yellorengi mapake waju iyya mapacing na de' namarota ku esso-esso suci.",paragraph_081,17789
gadis133,gadis,"Iyya pade' malanre keadaana iyyanaritu tabukkana tongenge makeda Gereja missengi siare' pole imam-imam papegauna makarawa iyyaro, na ku pamulangna jampangi alena maneng sibawa cara mabelle missengi ejjae iyya alena maneng pegaui na palette jamangi alena maneng pole seddi jemaat jokka jemaat lainge naiyya baliwi maneng.",paragraph_082,97142
gadis134,gadis,"Nasabari iyya mancadi liwa lumpuh na dena naulle mabbisyara, iyya naulle mappasseddi ala silong maega tau lumpuh na tau fefe laleng Injil, bersyukur ase perawatan iyae fenno pappoji na cakap iyae iyya tarima serta ase harapan elo atuwong kekal ri laleng Kristus.",paragraph_083,22783
gadis135,gadis,"Obligasi perang yarega War bond iyyanaritu seddi obligasi iyya ipaengka ku seddi negara untu' mpajai perang Siare' perusahaan, bank, pemerintah na lembaga makuasa lainge odding napaengka obligasi laleng denominasi mata uang valuta asing lainge iyya yita lebbi tennang naiyya mata uang domestikna.",paragraph_084,92565
gadis136,gadis,"Riyolo ajajingeng ana’ worowanena, na purana arreddukeng emansipasi Yahudi ri Rhineland, Herschel lette’ agama pole Yudaisme untu’ maggabung sibawa agama negara Gereja Injili’ Prusia, massule aseng yolo pole Herschel iyya assalenna pole basa Yiddish mancaji Heinrich iyya assalenna pole basa Jerman.",paragraph_085,74857
gadis137,gadis,Siruntukeng ku onrong KH Zainal Abidi berlangsung kurang lebbi si jam.,paragraph_086,13205
gadis138,gadis,"Silaturahi yahe untu lebbi fstedde hubungan antar rufa tau sibawa pemeluk aagama, naseng Profesor Zainal Abidin.",paragraph_086,13205
gadis139,gadis,"Profesor Zainal nafau, hadere para tokoh sibawa pimpinan gereja yaro, nafatanrang anpe keterbukaan untu mabangun hubungan kekerabatan, silaturahmi antara tokoh agama laloi momen Idul Fitri.",paragraph_086,13205
gadis140,gadis,"Seniman muslim assaleng Kebumen, Jjawa Tengah, eddy Ruswanto, narancang na makkibua kolase Bunda Maria paling maloppo ri dunia iya takkibua pole maddatu sebbu lampa majalah na koran isekna berita passaleng kekerasan rumah tangga.",paragraph_087,7078
gadis141,gadis,"Kolase Bunda Maria Guadalupe iyaro itaro na ipamerkan ri Museum Mahanandi Jalan Raya Jemursari, Surabaya, selama uleng Desember sebagai bentuk akkuragana nasuarakan keberpihakan gereja okko makunrai na anak-anak.",paragraph_087,7078
gadis142,gadis,"Unur pura melo tulunge pole Saifuddin Ghazi I pole Mosul na Nuruddin Zengi pole Aleppo, na iyya cilalena mului seddi akewange ku kamp tentara salib; Tentara Salib ipatasoroi pole tembo' ku dare' bua-buae, ku tegi alena maneng magampangi nakenna akewange ikepungi na gerilya.",paragraph_088,96868
gadis143,gadis,"Nah, yaro kejadiange iyanaritu kiasan pole baptisan yaro makkokkoe alena maneng salamakangi iko maneng.",paragraph_089,55752
gadis144,gadis,"Yae baptisange taniani seddi upacara mappacakka batang kale pole yamaneng yaro rota'-rota', melainkan iyanaritu jancimu lokka Allah ta'ala pole ati nurani yaro mello.",paragraph_089,55752
gadis145,gadis,Yaro baptisange nasalamakangi iko maneng nasaba' Yesus Kristus pura tuo paineng pole amatengeng,paragraph_089,55752
gadis148,gadis,"Ri era iyae tarompo silong teppuang Penyimpangan Loppo, manakala Abad Pencerahan na Revolusi Ilmiah ri Lino Barat menimbulkan perubahan-perubahan loppo ri bidang kemasyarakatan, agama Kristen difangngolo ri siaga macam bentuk skeptisisme na ideologi-ideologi politik modern tertentu mappada sosialisme na liberalisme.",paragraph_092,104466
